Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156649,Dickey Flat Campsite,Kaimai Mamaku Conservation Park,Bay of Plenty,"This campsite is located beside the Waitawheta River, known for its trout and some great swimming holes downstream. There is a year-round liquor ban at the campsite. ",Standard,0,35,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/97a0afb5d1d645aa871552ae3f9426b8.jpg,https://www.doc.govt.nz/link/19cc973673014c7c839e16168f992ad1.aspx,Located in Kaimai Mamaku Conservation Park,1843053,5852978,100043934,6/25/2024 8:31:20 AM,f151b8d3-ddab-4215-9af1-d61aad9b28de,1843053,5852978
156650,Waikawau Bay Campsite,Northern Coromandel,Coromandel,"This spacious, family friendly  campsite is nestled beside a stunning white sand beach. The untouched Waikawau Bay is a fabulous place to relax on the beach, fish, swim, kayak or explore.",Standard,12,120,Yes,,"Non-powered/tent sites, Powered sites, Shower - cold, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Boating, Diving and snorkelling, Fishing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/feb1a983ff8b43dd805af1a152fc9d02.aspx,https://www.doc.govt.nz/link/35ca41563dbb4388987da305a1746033.aspx,Located in Northern Coromandel,1826915,5945852,100044313,6/25/2024 8:31:21 AM,f6dc955c-4301-43c0-a903-02ffb950a585,1826915,5945852
156651,Omahuru Campsite,Te Urewera,East Coast,"Camp, swim, fish, or relax beside the river in the Waimana valley. Take your binoculars for birdwatching.",Standard,0,40,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from stream, Toilets, Water supply","Fishing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/859f29869d73400d961e9e61252452c8.jpg,https://www.doc.govt.nz/link/e1b23f62d0314b288760dbd32237b56f.aspx,Located in Te Urewera,1960363,5751447,100043679,6/25/2024 8:31:21 AM,69a7b0e5-afd2-4762-9cd3-0e1ae5e3587b,1960363,5751447
156652,Waiohine Gorge Campsite,Tararua Forest Park,Wairarapa,"This secluded campsite is at the head of two spectacular gorges above the Waiohine River. A popular area for rafting, canoeing, swimming, and outdoor education.",Standard,0,50,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply","Kayaking and canoeing, Rafting, Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f88473568afa49cc949af34acacc9fd3.aspx,https://www.doc.govt.nz/link/ff3ee04c8c6f40e3b19746065650b84d.aspx,Located in Tararua Forest Park,1801046,5458932,100031363,6/25/2024 8:31:22 AM,81ee82c2-473e-4cf5-8c1b-fb7f8c7b35ca,1801046,5458932
156653,Siberia Flat Campsite,Kahurangi National Park,Nelson/Tasman,"This is a standard campsite in the Motueka area. The campsite adjoins the Rolling River, popular for fly fishing, at the start of the Wangapeka Track. ",Standard,0,40,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/70f10719de0d4fe094cef18738938003.jpg,https://www.doc.govt.nz/link/f3e6a7b2cb3d4b7ab1828a2713d0d381.aspx,Located in Kahurangi National Park,1565231,5412084,100043947,6/25/2024 8:31:22 AM,8d98c3b1-1ad2-4e69-9154-fd1c485f4e29,1565231.2772,5412084.4855
156654,Courthouse Flat Campsite,Kahurangi National Park,Nelson/Tasman,"The scenic drive to the campsite is alongside a historic goldfield. Activities nearby the site include caving, picnicking, hunting and walking.",Standard,0,25,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Caving, Hunting, Picnicking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8aad9118214e4fa387515be5121e921e.jpg,https://www.doc.govt.nz/link/895b8841ed1b44ed92f7c6ca57cabf9f.aspx,Located in Kahurangi National Park,1563895,5409253,100043775,6/25/2024 8:31:23 AM,76fd84f1-492a-4852-bed7-dc8881510845,1563895.1421,5409252.8361
156655,Wentworth Valley Campground,Coromandel Forest Park,Coromandel,"Once a large gold mining settlement with houses, shops and schools, this is now a remote but comfortable campsite. ",Standard,0,0,Yes,,Toilets,,Not Applicable,,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ac77db097cd64dccb60b432aa731c0b7.jpg,https://www.doc.govt.nz/link/eebb2451f4a44bea8f095dbd995f2274.aspx,Located in Coromandel Forest Park,1849966,5874024,100044315,6/25/2024 8:31:23 AM,4f6d3e69-1283-4422-97a9-fd67020d1c52,1849966,5874024
156656,Puriri Bay (Whangaruru North Head) Camps,Whangaruru North Head Scenic Reserve,Northland,"Overlooking the mouth of Whangaruru Harbour, this campsite has sheltered waters for swimming and boating activities, and a series of interconnected walks.",Standard,0,90,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/13833476907d47a584c5b5566bb86319.jpg,https://www.doc.govt.nz/link/1b013e3ad31647058dae6b315afe8a68.aspx,Located in Whangaruru North Head Scenic Reserve,1723562,6085659,100065349,6/25/2024 8:31:24 AM,4649b46a-9fbb-487e-a032-da2035572cc7,1723562,6085659
156657,Wooded Gully Campsite,Mount Thomas Forest Conservation Area,Canterbury,Camp beside a stream below tracks leading to Mt Thomas.,Standard,0,50,Yes,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets, Water supply",Walking and tramping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4118735e7bde4f59a105b4fc6b502416.jpg,https://www.doc.govt.nz/link/3e18894098384f9dbc438c12e7c389ce.aspx,Located in Mount Thomas Forest Conservation Area,1546008,5217475,100064670,6/25/2024 8:31:24 AM,24f526d1-40a8-4e53-89ed-3b4f23ceb174,1546008,5217475
156658,Monowai Campsite,Fiordland National Park,Fiordland,"Enjoy this peaceful campsite beside Lake Monowai. Explore the tracks to Rodger Inlet and Green Lake huts, or go fishing or boating.",Basic,0,5,No,,"Boat launching, Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Fishing",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/97e1128d21a547ac8932bf0189c66c47.jpg,https://www.doc.govt.nz/link/793706babd574d15aea8cc495c3ee199.aspx,Located in Fiordland National Park,1174374,4912227,100043515,6/25/2024 8:31:25 AM,f1e77d82-eb76-41dc-9282-8093af143e00,1174374,4912227
156659,Kakapo Campsite,Kaimanawa Forest Park,Central North Island,"Camp in an area near tall forest, scrubland and tussock grasses.",Basic,0,4,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Rafting, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d8de92a8dad943c99dc7791f389b4345.jpg,https://www.doc.govt.nz/link/f23ae8dc45544aaebb73e594ab0c43a9.aspx,Located in Kaimanawa Forest Park,1875074,5683537,100066039,6/25/2024 8:31:25 AM,d0cc5bb0-23fb-4496-b7c5-06b3dfdbd09d,1875074,5683537
156660,Army Road Campsite,Kaimanawa Forest Park,Central North Island,"Camp in an area of diverse terrain; activities include hunting, walking/tramping, fishing and rafting.",Basic,0,6,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Rafting, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9eaa59cebb7e46fdbd7bb33ac3fa25a2.jpg,https://www.doc.govt.nz/link/7fd195f1f84a48838306b7eb165fe6dc.aspx,Located in Kaimanawa Forest Park,1873335,5682043,100031189,6/25/2024 8:31:26 AM,999d3a9c-9e93-475e-9363-c06318ce3c8d,1873335,5682043
156661,Hall Arm Campsite,Fiordland National Park,Fiordland,"This is a basic campsite in western Fiordland. It's in a beautiful forest sitting beside the water, in Hall Arm, Doubtful Sound.",Basic,0,6,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes",Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/056323448d1b495eb46905dbc60cf8d4.jpg,https://www.doc.govt.nz/link/49d79eccf49e48fda06e2e6e9c324fc5.aspx,Located in Fiordland National Park,1137277,4947582,100042740,6/25/2024 8:31:26 AM,e6fa1549-add7-4fbb-9b12-01ea38f368d6,1137277,4947582
156662,The Green Campsite,Great Barrier Island/Aotea,Auckland,A small campsite on the sheltered and scenic waters of Whangaparapara Harbour. This is a walk-in or boat-in campsite.,Standard,0,15,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/75cb5eb037d24ff8b1d25b6c9b5ac387.jpg,https://www.doc.govt.nz/link/43a7ad2e4af7493d8db660b59bf75af3.aspx,Located in Great Barrier Island/Aotea,1815389,5987076,100044417,6/25/2024 8:31:27 AM,2acd2a3c-bfe4-4635-978e-11de8bd82a1e,1815389,5987076
156663,Scotts Beach Campsite,Kahurangi National Park,Nelson/Tasman,This is a walk-in campsite on the Heaphy Track. ,Great Walk,0,9,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4465e7b94754380bd8ffd03d3a280d3.aspx,https://www.doc.govt.nz/link/ce354d8ac59b4be79a0683287c2c6e12.aspx,Located in Kahurangi National Park,1524801,5451055,100044560,6/25/2024 8:31:27 AM,d2f593ca-6d8c-4e15-ac5d-128b7c155684,1524801,5451055
156664,Katipo Creek Shelter Campsite,Kahurangi National Park,Nelson/Tasman,This is a walk-in campsite on the Heaphy Track. ,Great Walk,0,5,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/626bc4329906404ca1db2d51d1288176.jpg,https://www.doc.govt.nz/link/e4a2b0c612a34611afd12cb32a2f9a4a.aspx,Located in Kahurangi National Park,1524934,5455943,100039958,6/25/2024 8:31:27 AM,57683ea8-4f51-4f4c-a07d-913213a076d0,1524934,5455943
156665,Heaphy Campsite,Kahurangi National Park,Nelson/Tasman,This is a walk-in campsite on the Heaphy Track. ,Great Walk,0,20,Yes,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Coastal, Forest, Rivers and lakes","Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/19c091c2bd934878a2b4fa7244feb0ee.jpg,https://www.doc.govt.nz/link/b566462170cb471a93e7d805a70c3376.aspx,Located in Kahurangi National Park,1525152,5462315,100042744,6/25/2024 8:31:28 AM,526901d1-f002-4819-9e92-5edba17f61e4,1525152,5462315
156666,James Mackay Campsite,Kahurangi National Park,Nelson/Tasman,This is a walk-in campsite on the Heaphy Track.,Great Walk,0,4,Yes,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Coastal, Rivers and lakes","Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/aa45a44a87e147f3b93b3d6dae5bc3f1.jpg,https://www.doc.govt.nz/link/b245e62f63674f5b90b89c263ca9d003.aspx,Located in Kahurangi National Park,1534066,5473620,100042743,6/25/2024 8:31:28 AM,920d7c4f-43fb-4cad-a1eb-b10eca8dd1b9,1534066,5473620
156667,Waikoko Campsite,Kaimanawa Forest Park,Central North Island,"This is the main campsite of five set along Waikoko stream. It's in a large, sunny clearing above the river.",Basic,0,20,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply",Bird and wildlife watching,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1cf95d361da44a01b783a75a06762759.jpg,https://www.doc.govt.nz/link/d4c3f14ea1534126b67c27f265e359e8.aspx,Located in Kaimanawa Forest Park,1844643,5664198,100084858,6/25/2024 8:31:28 AM,a41140ab-093f-4ed9-a2a5-fa508084ff04,1844643,5664198
156668,Brod Bay Campsite,Fiordland National Park,Fiordland,"This is a walk-in, Great Walk campsite beside Lake Te Anau, on the Kepler Track in Fiordland National Park. Bookings required in the Great Walks season.",Great Walk,0,15,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes",Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/572033dca6e940feacb5fc285391de7e.jpg,https://www.doc.govt.nz/link/ef2281c8f2234381893f0bda7da30ef4.aspx,Located in Fiordland National Park,1183256,4958265,100065044,6/25/2024 8:31:28 AM,b5923bb1-e0f8-49df-a938-d7b87d3122cc,1183256,4958265
156669,Iris Burn Campsite,Fiordland National Park,Fiordland,"This is a walk-in, Great Walk campsite in the Iris Burn valley, on the Kepler Track in Fiordland National Park. Bookings required in the Great Walks season. Kea are frequent visitors.",Great Walk,0,15,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8acc34ad821a4120b3ba9796e5c27e41.aspx,https://www.doc.govt.nz/link/d89e85a5fa37484783f259117f24fc91.aspx,Located in Fiordland National Park,1170232,4958048,100064957,6/25/2024 8:31:29 AM,4ab5c0dd-2d7d-4ab6-9f7e-df139e767164,1170232,4958048
156670,Whakaipo Campsite,Taupō area,Central North Island,For self contained vehicles only. Camp next to Lake Taupō and enjoy the farm park surroundings and the mountain bike track through native bush.,Basic,0,0,No,,"Water from stream, Toilets, Water supply",,Dogs allowed. Keep dog under control at all times. <a href=""https://www.doc.govt.nz/parks-and-recrea,Rivers and lakes,Campervan,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/4c662a416549489faf359188803dfaf1.aspx,Located in Taupō area,1857409,5714199,100043745,6/25/2024 8:31:29 AM,157f8f50-d602-4b03-b3da-5875684093d6,1857409,5714199
156671,Thicket Burn Campsite,Fiordland National Park,Fiordland,"This is a basic campsite in southern Fiordland. On the edge of the park 5 km from Lake Hauroko, New Zealand’s deepest lake. Fish, swim, or tramp nearby.",Basic,0,20,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/20eb635c7da54c70901a295848b6e931.jpg,https://www.doc.govt.nz/link/755d59b6789046848bf4ea41b6f5f8fa.aspx,Located in Fiordland National Park,1170715,4890119,100066034,6/25/2024 8:31:29 AM,0c2bce9b-0846-4eb9-b1ef-b0b482ca209c,1170715,4890119
156672,South Arm Campsite (Lake Manapouri),Fiordland National Park,Fiordland,"This is a basic campsite in a beautiful setting surrounded by beech forest on Lake Manapouri, Fiordland National Park. Access by boat or via Borland Road.",Basic,0,8,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Boat, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/110389fca8ee417482b59611c1780d3d.aspx,https://www.doc.govt.nz/link/c594bee1d29549418cba750b518f538f.aspx,Located in Fiordland National Park,1161136,4936474,100031421,6/25/2024 8:31:30 AM,f1929d78-1eff-4b87-93a7-9f413ddfa93a,1161136,4936474
156673,Rosie Bay Campsite,Te Urewera,East Coast,Camp at the shore of Lake Waikaremoana in a secluded bay with stunning views. This is a popular campsite and a good base for lake activities.,Basic,0,6,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bad2d448510347a4a84d6ea69564fb42.aspx,https://www.doc.govt.nz/link/3a7d51b38e5d42df874b16e9d84f90e0.aspx,Located in Te Urewera,1958798,5698859,100065878,6/25/2024 8:31:30 AM,5ce96163-6d10-4949-a911-a4a572cf543b,1958798,5698859
156674,Boulders Campsite,Ōpōtiki area,East Coast,"Next to the Te Waiti Stream, surrounded by nikau palms and tawa forest, this picturesque campsite is popular for swimming and picnicking.",Basic,0,16,No,,"BBQ, Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Picnicking, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes",Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b54818be29d5440991cfc12cb3bcebd7.aspx,Located in Ōpōtiki area,1984926,5771431,100065879,6/25/2024 8:31:31 AM,123c78f0-aec3-4269-9643-564869edebec,1984926,5771431
156675,Whitikau Campsite,Ōpōtiki area,East Coast,A remote campsite at Whitikau entrance to Raukumara Conservation Park.,Basic,0,16,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Mountain biking, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/615d2884178d45a1b542e1e5bdd1d73d.jpg,https://www.doc.govt.nz/link/fdb0aad03b094713bd9bdd081d260e0e.aspx,Located in Ōpōtiki area,2002438,5771214,100043680,6/25/2024 8:31:32 AM,3bd8e6f5-bcd6-402a-a7a4-a96ca6260c62,2002438,5771214
156676,Humphries Bay Campsite,Lake Tarawera Scenic Reserve,Bay of Plenty,"A basic camping area at the northern arm of Lake Tarawera.  A great place for a swim, with beautiful water and superb views of Mount Tarawera.",Basic,0,0,No,,"Non-powered/tent sites, Toilets - non-flush, Toilets",Swimming,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe73978d244a4bc8bb74858db4086da6.jpg,https://www.doc.govt.nz/link/8dc9f41a3112437a83441aae0d044367.aspx,Located in Lake Tarawera Scenic Reserve,1900476,5770190,100044419,6/25/2024 8:31:32 AM,09967da7-4a2f-4e8c-be47-3dc1e12556f3,1900476,5770190
156677,Lake Mackenzie Campsite,Fiordland National Park,Fiordland,"This is a walk-in, Great Walk campsite on the Routeburn Track, Fiordland National Park. Bookings required in the Great Walks season.",Great Walk,0,9,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b9a222a1ca124eb093c9524ca8e4879c.aspx,https://www.doc.govt.nz/link/566d563d09094f05802ef3714a758157.aspx,Located in Fiordland National Park,1218263,5031911,100030221,6/25/2024 8:31:33 AM,d6036ac1-3eaf-4c6f-8c77-d62387889002,1218263,5031911
156678,Te Taita A Makoro Campsite,Te Urewera,East Coast,"This is a basic campsite in the Te Urewera area. Camp by a stream, hunt, walk or relax.",Basic,0,10,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Hunting, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3874f7a4e86943bab5fdcabfa026f8f5.jpg,https://www.doc.govt.nz/link/e4a8510179ec43c2ada92166fa26ac35.aspx,Located in Te Urewera,1952884,5710637,100065801,6/25/2024 8:31:33 AM,630dacb8-9fe1-4813-bea8-2d690452e50a,1952884,5710637
156679,Orangihikoia Campsite,Te Urewera,East Coast,"Camp in a remote setting north of Te Taita A Makoro campsite, and go hunting, walking or fishing.",Basic,0,10,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2bd7513d0099403e9783d2f4b642bca5.jpg,https://www.doc.govt.nz/link/c867cf327ee145ed9f08e120ed36ad6a.aspx,Located in Te Urewera,1951583,5712311,100065800,6/25/2024 8:31:33 AM,298f1143-7e4e-42da-b78b-2d2252ff4d77,1951583,5712311
156680,Mangatepopo Campsite,Tongariro National Park,Central North Island,This walk-in campsite is on the Tongariro Northern Circuit. Bookings must be made during the Great Walks season.,Great Walk,0,0,Yes,,"Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Alpine,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9092f372b04e44068bd220c10525c8af.aspx,https://www.doc.govt.nz/link/164b5dfa7a064b49a369bb556a6de369.aspx,Located in Tongariro National Park,1824384,5663948,100065590,6/25/2024 8:31:34 AM,09b42b30-0d5b-4010-9f8f-4151ccf4b437,1824384,5663948
156681,Oturere Campsite,Tongariro National Park,Central North Island,This walk-in campsite is on the Tongariro Northern Circuit. Bookings must be made during the Great Walks season.,Great Walk,0,0,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Alpine,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4fe5be473d1423aa153e34e6279844b.aspx,https://www.doc.govt.nz/link/25885b59856843ab834848fe37c7d3f2.aspx,Located in Tongariro National Park,1832374,5662157,100044157,6/25/2024 8:31:34 AM,35feb2d3-2e41-4c4f-8f06-510291b54712,1832374,5662157
156682,Waihohonu Campsite,Tongariro National Park,Central North Island,This  walk-in campsite is on the Tongariro Northern Circuit and the Round the Mountain Track. Bookings must be made during the Great Walks season.,Great Walk,0,0,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Alpine,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6c7eee2391204afbb9a8716c2a930957.aspx,Located in Tongariro National Park,1831328,5656645,100064828,6/25/2024 8:31:34 AM,efff35f8-b2db-46df-a0bf-4e3a66399672,1831328,5656645
156683,Pokaka Mill Campsite,Tongariro Forest Conservation Area,Central North Island,A basic campsite in the Ruapehu area.,Basic,0,30,No,,"Non-powered/tent sites, Toilets - non-flush, Toilets",,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,,4WD,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3a6193480ae3421fa50c4b986400bde9.jpg,https://www.doc.govt.nz/link/7c5dea41239f4c3982ed13fd4a10c03d.aspx,Located in Tongariro Forest Conservation Area,1817029,5675275,100000736,6/25/2024 8:31:35 AM,9ff9933f-49b5-458e-9be5-e0f2795f6436,1817029,5675275
